602PT.bam	667PT.bam	M17PT.bam	M20PT.bam	M37PT.bam	M43PT.bam	M49PT.bam	M50PT.bam	M57PT.bam	M60PT.bam	M61PT.bam	M62PT.bam	M69PT.bam	M77PT.bam	M8PT.bam	M97PT.bam	M99PT.bam
ENSG00000225404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225405	18	28	7	8	6	11	10	10	4	11	6	9	5	3	8	23	7
ENSG00000225406	20	17	22	13	10	12	11	13	20	7	23	11	12	40	10	19	16
ENSG00000225407	6	10	2	11	5	1	1	7	3	6	9	7	3	12	1	14	15
ENSG00000225408	6	4	4	1	3	4	4	6	0	0	3	6	28	6	7	19	7
ENSG00000225410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225411	41	75	30	124	19	26	29	10	33	20	19	25	61	97	17	87	117
ENSG00000225413	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000225414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225415	71	12	153	13	73	108	102	27	18	15	69	214	35	7	151	22	45
ENSG00000225416	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000225417	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0
ENSG00000225418	78	1	0	5	2	3	0	2	1	1	0	1	3	0	0	1	1
ENSG00000225419	72	127	50	58	63	44	80	39	78	39	71	49	26	49	33	24	62
ENSG00000225420	4	7	5	1	0	0	1	1	0	2	0	3	2	1	0	6	2
ENSG00000225421	0	0	0	6	0	1	0	0	0	0	0	1	8	0	0	0	0
ENSG00000225422	1137	1711	1352	1413	1405	1955	1003	814	2402	1493	1550	606	699	2002	831	420	1640
ENSG00000225423	14	53	20	26	16	13	11	10	11	18	22	7	24	19	6	10	11
ENSG00000225424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225428	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
ENSG00000225431	0	0	1	2	2	0	8	1	6	4	0	0	0	0	0	1	16
ENSG00000225433	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225434	84	73	82	109	59	52	117	31	21	286	155	111	146	35	54	128	126
ENSG00000225437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225438	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000225439	100	191	136	45	92	60	55	78	271	72	68	130	381	326	120	47	140
ENSG00000225442	4	3	2	4	1	3	8	3	4	3	6	14	6	14	8	6	5
ENSG00000225443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225446	0	0	5	4	0	0	0	0	1	1	5	0	2	3	0	3	1
ENSG00000225447	38	23	29	23	22	53	40	28	24	38	33	13	52	41	7	16	47
ENSG00000225448	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
ENSG00000225449	1	6	3	3	1	1	1	1	14	0	54	1	22	108	31	5	0
ENSG00000225450	18	7	4	4	5	4	3	4	8	7	5	4	12	8	3	19	12
ENSG00000225451	11	0	0	0	0	0	0	2	0	0	0	0	7	0	0	51	0
ENSG00000225455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225457	1	0	0	2	0	2	0	1	1	0	0	0	1	1	0	15	0
ENSG00000225458	0	0	4	0	1	0	0	1	0	0	0	5	0	5	4	0	0
ENSG00000225460	5	23	0	2	8	2	8	3	7	0	11	8	1	6	2	15	31
ENSG00000225462	169	203	132	159	110	154	120	143	117	164	82	108	158	103	85	118	167
ENSG00000225463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225465	26	20	35	31	32	22	8	261	16	28	20	38	33	43	52	38	43
ENSG00000225466	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000225469	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225470	2446	978	1042	1058	1320	952	1105	835	1605	1806	1060	1182	1247	1146	579	2956	1181
ENSG00000225471	340	581	298	324	277	138	410	286	384	221	287	264	20	206	281	303	210
ENSG00000225472	36	6	29	4	2	3	8	16	2	6	18	79	27	29	18	7	22
ENSG00000225473	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0
ENSG00000225475	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0
ENSG00000225476	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0
ENSG00000225477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225480	0	0	1	0	1	2	0	1	2	2	3	12	3	1	3	5	5
ENSG00000225482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225483	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000225484	347	306	204	189	266	122	206	205	227	225	179	210	127	337	202	201	301
ENSG00000225485	3410	6440	6570	4457	5859	9862	5468	10351	8300	8598	8211	5352	4744	5444	5058	8645	12899
ENSG00000225486	72	79	58	93	53	77	48	38	74	84	62	24	39	38	35	37	69
ENSG00000225487	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225489	61	7	63	3	12	28	12	3	8	3	11	16	285	14	1	13	90
ENSG00000225490	8	37	16	38	9	19	40	118	19	1	71	17	252	53	29	1	206
ENSG00000225491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225492	1398	2337	689	568	346	987	319	334	185	153	488	853	471	867	271	1284	4260
ENSG00000225493	5	9	0	0	2	2	2	2	21	11	8	1	1	20	1	11	10
ENSG00000225496	34	235	112	105	60	53	90	96	114	61	65	77	138	89	84	53	91
ENSG00000225497	0	0	0	1	0	0	1	0	0	0	3	4	0	1	0	0	0
ENSG00000225498	12	0	1	27	96	42	20	38	1	5	56	0	13	2	10	19	2
ENSG00000225499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225502	1	2	2	0	1	0	3	3	1	2	5	0	4	3	2	4	10
ENSG00000225505	0	3	0	2	0	0	2	1	0	2	0	3	3	0	0	3	0
ENSG00000225506	37	7	20	45	29	5	25	19	11	34	14	20	17	17	18	8	5
ENSG00000225507	195	120	122	125	145	169	270	126	182	140	176	128	365	233	145	304	148
ENSG00000225508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225509	0	0	0	2	0	1	0	0	0	0	0	0	0	9	0	0	0
ENSG00000225510	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0
ENSG00000225511	65	5	99	4	7	8	77	73	82	59	518	99	24	200	78	17	15
ENSG00000225513	3	4	1	1	0	4	1	1	1	0	0	2	0	3	0	0	2
ENSG00000225514	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0
ENSG00000225516	0	0	5	0	1	0	2	0	0	0	2	0	0	0	0	0	0
ENSG00000225518	47	7	5	35	29	6	16	23	6	12	5	17	33	35	18	11	13
ENSG00000225519	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2
ENSG00000225520	0	0	3	0	10	0	7	0	0	0	1	0	0	1	3	0	1
ENSG00000225521	2	2	3	10	0	3	2	4	11	3	2	1	2	5	6	7	0
ENSG00000225522	0	0	0	0	0	1	0	0	7	0	0	0	1	0	0	0	0
ENSG00000225523	0	146435	10	0	0	89	42	53	30	0	4	1	0	0	1	19	60
ENSG00000225526	62	6	31	49	66	21	37	50	23	36	52	28	90	20	25	65	46
ENSG00000225527	25	2	17	5	29	5	6	12	20	6	9	6	7	17	9	17	10
ENSG00000225528	17	83	23	47	23	21	12	16	21	9	18	25	16	23	14	97	53
ENSG00000225529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225530	6	16	13	12	2	6	33	19	5	5	17	2	8	5	3	3	4
ENSG00000225531	46	74	36	96	35	36	25	18	25	54	33	24	83	38	27	25	30
ENSG00000225532	19	4	20	12	13	5	13	15	14	23	55	6	21	14	24	20	21
ENSG00000225533	0	0	0	0	1	2	2	1	0	1	1	1	3	3	1	3	0
ENSG00000225535	6	15	28	6	10	7	12	9	11	4	12	13	21	2	6	23	8
ENSG00000225536	144	811	157	358	233	364	204	168	139	225	125	103	260	141	158	126	437
ENSG00000225537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225539	0	3	1	19	0	1	0	9	0	0	10	3	2	0	0	0	0
ENSG00000225541	1	1	0	0	0	2	0	0	0	1	1	1	0	0	2	3	0
ENSG00000225542	1	0	0	0	0	0	2	2	1	0	0	0	0	0	3	0	0
ENSG00000225544	399	259	334	223	383	376	272	312	337	354	232	266	400	399	245	231	299
ENSG00000225545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225546	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225548	3	5	15	12	2	0	2	2	7	2	33	1	0	112	2	2	1
ENSG00000225549	1	0	0	0	0	3	1	0	1	0	2	0	2	1	2	0	5
ENSG00000225551	1	0	1	0	0	0	0	0	0	1	1	0	0	3	2	0	0
ENSG00000225552	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000225554	0	0	0	1	0	0	0	0	2	0	2	0	6	2	0	0	32
ENSG00000225555	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000225556	504	56	42	52	269	56	215	135	38	68	13	9	3	192	24	52	22
ENSG00000225557	0	1	0	0	0	1	0	1	1	0	0	0	0	0	4	0	0
ENSG00000225558	23	126	41	41	25	42	16	34	22	21	37	16	35	31	33	10	46
ENSG00000225559	0	0	0	2	0	0	0	1	4	0	1	0	1	3	0	4	1
ENSG00000225560	0	0	103	0	1	0	0	0	0	0	32	0	0	17	0	0	0
ENSG00000225561	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225564	2	4	0	2	0	1	1	1	0	2	4	0	1	1	1	1	2
ENSG00000225568	113	194	164	98	91	230	256	118	155	112	128	94	481	176	72	41	164
ENSG00000225569	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000225570	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225572	6	7	11	4	9	12	6	6	7	9	8	2	3	15	2	6	6
ENSG00000225573	550	766	654	572	792	991	652	380	1138	350	471	739	602	443	607	959	1011
ENSG00000225574	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000225578	51	21	21	25	58	53	37	39	56	33	29	13	44	12	10	58	46
ENSG00000225579	1	6	4	10	2	7	2	8	6	2	10	0	3	2	1	4	4
ENSG00000225580	283	294	241	448	240	349	241	169	208	249	199	103	218	276	165	118	195
ENSG00000225581	0	0	14	2	0	0	0	0	0	0	0	0	3	0	3	0	0
ENSG00000225582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225585	2	4	1	0	1	3	0	0	0	0	0	0	0	1	0	1	0
ENSG00000225588	0	1	0	0	0	0	0	0	0	0	0	0	4	31	0	0	0
ENSG00000225591	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	2
ENSG00000225594	1	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0
ENSG00000225595	0	0	0	0	1	0	0	0	3	0	1	0	5	11	0	1	1
ENSG00000225597	0	0	0	1	0	0	0	0	1	0	1	0	0	0	3	1	2
ENSG00000225598	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
ENSG00000225602	1	2	1	3	2	4	3	2	0	2	1	0	4	3	3	2	3
ENSG00000225603	13	102	116	62	50	76	55	83	16	38	64	15	3	256	11	12	100
ENSG00000225605	1	1	0	0	1	0	0	0	1	0	7	0	0	0	3	0	0
ENSG00000225606	5	0	3	0	1	1	2	1	2	1	0	0	1	0	1	27	6
ENSG00000225609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225611	5	12	1	8	6	6	2	2	4	2	4	3	2	1	4	16	2
ENSG00000225612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225613	0	0	3	2	0	0	1	1	3	1	0	0	0	3	776	1	0
ENSG00000225614	928	699	2759	1099	510	602	1171	1282	1265	1694	3338	3377	1047	9243	4355	434	889
ENSG00000225615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225616	77	835	155	190	93	110	152	121	181	140	100	121	83	45	100	65	137
ENSG00000225619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225620	4	0	0	1	2	0	0	0	0	0	8	0	3	6	4	1	1
ENSG00000225622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225623	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225624	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225625	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
ENSG00000225626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225630	78016	35301	31712	19443	38526	25154	24404	19793	67278	59228	22099	19056	30877	23380	42530	210531	28892
ENSG00000225632	0	0	1	0	2	0	1	0	0	0	1	0	1	0	0	0	1
ENSG00000225636	7	6	1	1	3	3	3	0	0	1	4	0	1	3	1	2	6
ENSG00000225637	1	12	0	0	1	1	0	0	3	1	3	2	3	0	1	3	0
ENSG00000225638	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1
ENSG00000225639	1	4	2	1	2	0	2	0	1	0	0	2	1	0	2	0	1
ENSG00000225640	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
ENSG00000225642	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225643	26	9	17	13	23	38	12	11	6	15	19	28	7	25	16	21	29
ENSG00000225644	2	1	3	0	0	2	0	1	0	1	0	0	10	3	0	2	1
ENSG00000225646	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0
ENSG00000225647	3	0	1	0	1	2	0	1	3	4	0	2	0	0	1	3	0
ENSG00000225648	2699	1687	1626	1394	1591	1514	1947	1238	1134	1028	989	1943	1387	1746	1393	2832	1458
ENSG00000225649	44	5	330	9	15	13	90	51	19	11	437	196	14	16	17	22	7
ENSG00000225650	0	2	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225652	0	0	0	1	1	1	0	0	0	0	1	2	1	1	0	1	4
ENSG00000225653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225655	52	2	8	6	3	0	28	17	7	0	54	9	21	14	28	3	72
ENSG00000225656	1	0	0	0	3	1	0	2	1	1	0	2	1	2	0	0	0
ENSG00000225657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225658	0	0	1	0	0	0	3	0	3	1	3	2	1	0	1	0	1
ENSG00000225660	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225662	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225663	390	394	383	404	186	337	122	171	246	496	123	323	241	230	223	226	472
ENSG00000225664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225665	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225667	1	0	13	4	0	7	3	0	5	7	9	1	1	25	3	3	2
ENSG00000225669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225670	5	75	7	3	25	41	100	44	13	15	61	84	42	2	260	115	135
ENSG00000225671	4	27	20	14	5	15	19	8	12	6	9	6	13	11	13	2	8
ENSG00000225672	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225673	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2
ENSG00000225674	431	892	569	1572	532	470	554	346	421	603	406	235	530	291	395	81	681
ENSG00000225675	10	22	3	1	1	6	0	0	7	3	2	3	19	2	2	2	30
ENSG00000225676	2	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0
ENSG00000225678	0	1	8	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000225679	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225681	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000225684	70	1459	1141	604	114	182	123	151	299	171	361	968	948	1559	386	255	444
ENSG00000225685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225689	0	1	1	0	0	0	2	6	5	0	13	0	1	3	0	0	3
ENSG00000225690	0	2	0	1	7	5	0	0	3	0	1	2	0	0	0	0	2
ENSG00000225693	12	19	4	15	7	5	6	17	4	8	6	7	8	7	2	12	14
ENSG00000225695	2629	2439	2932	3991	2206	2352	3485	2542	2341	2154	3492	1615	3203	2272	1653	1854	2233
ENSG00000225697	865	4110	1046	1591	1528	926	1057	1137	876	790	511	1343	1158	927	929	3271	904
ENSG00000225698	16	266	36	2	2	47	45	4	9	0	139	93	1	1	19	132	152
ENSG00000225701	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225703	3	1	0	0	2	5	3	0	2	3	1	3	5	1	1	15	0
ENSG00000225704	10	0	0	0	2	0	2	0	0	1	0	0	0	1	1	3	1
ENSG00000225705	24	16	5	22	8	32	11	10	17	5	14	17	7	19	22	6	28
ENSG00000225706	14	10	17	0	1	2	6	9	6	3	19	61	18	132	89	0	13
ENSG00000225708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225710	7	5	6	16	7	4	4	10	4	11	15	3	7	17	26	6	15
ENSG00000225711	2	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1
ENSG00000225712	14	29	9	19	20	12	18	12	12	19	10	11	7	11	15	7	27
ENSG00000225713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225715	3	20	3	2	8	5	1	2	1	2	2	3	3	3	1	4	6
ENSG00000225716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225718	0	1	1	0	0	0	0	1	0	0	1	0	0	1	2	11	0
ENSG00000225719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225720	27	91	14	8	2	20	7	1	8	3	3	37	0	15	9	80	68
ENSG00000225721	12	16	6	11	5	7	4	3	3	10	5	3	17	29	7	2	9
ENSG00000225722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225724	7	0	0	1	2	0	2	1	0	7	1	0	2	2	3	0	1
ENSG00000225725	134	8	113	26	32	27	128	43	107	79	130	67	90	51	48	41	75
ENSG00000225726	11	3	9	12	10	14	18	24	8	7	7	5	13	11	6	30	9
ENSG00000225727	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225728	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
ENSG00000225730	0	1	0	1	0	1	0	0	0	1	1	2	2	0	1	0	0
ENSG00000225731	2	0	1	3	2	2	3	4	10	10	8	4	9	0	10	5	2
ENSG00000225733	8242	8207	13948	9917	9726	16380	9802	10648	12959	10247	11083	8061	11083	7276	6976	7416	19085
ENSG00000225735	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225739	36	22	32	64	23	34	23	28	29	30	28	8	33	10	13	12	27
ENSG00000225740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225741	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ENSG00000225742	0	2	1	1	1	0	0	0	2	0	2	0	1	1	2	2	0
ENSG00000225744	1	4	0	5	0	5	0	1	15	11	0	0	7	1	2	25	1
ENSG00000225745	8	1	8	0	18	4	5	2	1	9	5	0	2	2	5	2	8
ENSG00000225746	5	345	157	55	6	95	96	8	290	18	51	134	103	1503	80	3	49
ENSG00000225750	0	0	1	1	1	0	0	4	0	1	3	2	0	2	0	3	0
ENSG00000225751	1	3	2	1	0	0	10	3	0	2	7	2	4	0	0	14	0
ENSG00000225752	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1
ENSG00000225755	1	1	0	2	1	0	1	3	0	0	1	2	3	5	0	1	1
ENSG00000225756	43	457	61	58	21	99	128	60	126	14	200	236	112	63	146	930	373
ENSG00000225758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225760	35	51	49	64	38	50	54	30	37	25	55	34	152	78	33	237	55
ENSG00000225761	1	1	4	9	3	0	6	13	2	2	5	3	5	8	3	3	12
ENSG00000225762	39	10	46	13	22	23	8	17	10	18	21	16	21	40	14	37	29
ENSG00000225764	0	4	7	27	93	10	36	6	2	3	25	4	8	9	0	43	6
ENSG00000225765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225766	39	44	62	25	22	39	46	25	49	23	77	55	102	72	43	53	53
ENSG00000225767	6	6	1	1	5	7	8	1	0	5	2	1	2	9	0	4	6
ENSG00000225768	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0
ENSG00000225769	10	14	4	1	9	4	2	8	2	8	2	1	8	9	3	5	8
ENSG00000225770	3	5	8	1	2	1	6	9	7	2	6	5	5	3	4	1	4
ENSG00000225774	85	177	32	79	63	64	47	54	32	101	61	38	46	53	53	7	91
ENSG00000225775	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000225777	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000225778	56	310	17	7	38	26	12	154	16	51	22	7	23	11	36	20	6
ENSG00000225779	3	0	1	0	4	2	4	1	2	0	2	0	2	1	1	1	3
ENSG00000225781	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000225782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225783	265	7745	3094	7482	148	949	1038	2667	2642	330	1842	4390	142	778	2400	5228	4191
ENSG00000225784	340	344	469	410	548	397	271	318	634	457	374	193	295	517	233	70	511
ENSG00000225785	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0
ENSG00000225786	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0
ENSG00000225787	6	24	13	8	8	15	5	7	7	13	6	2	10	2	4	6	11
ENSG00000225790	412	1	2	2	254	135	8	4	3	168	0	6	1	16	3	1	8
ENSG00000225791	1384	179	553	315	421	411	176	522	320	410	491	379	447	502	245	336	594
ENSG00000225792	2	26	13	10	12	10	16	15	12	23	3	23	56	100	14	11	27
ENSG00000225793	68	26	43	43	28	34	44	42	29	23	48	39	48	47	28	97	74
ENSG00000225794	0	0	0	0	0	2	2	0	0	0	1	0	1	0	0	1	0
ENSG00000225795	1	2	1	3	0	1	0	0	2	1	2	1	2	0	1	1	1
ENSG00000225796	17	14	3	9	10	22	3	9	9	10	9	6	9	9	4	16	23
ENSG00000225797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225798	18	7	17	9	21	14	33	16	10	19	8	8	24	22	4	30	16
ENSG00000225801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225802	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
ENSG00000225803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225805	10	5	13	6	17	22	16	10	5	9	13	4	7	5	1	1	10
ENSG00000225806	34	3	18	6	33	25	28	34	16	4	64	21	58	55	12	87	72
ENSG00000225807	5	1	1	2	4	1	1	4	0	12	6	1	2	7	0	4	0
ENSG00000225808	31	31	22	30	24	43	19	14	41	24	24	16	12	45	22	39	27
ENSG00000225809	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225812	6	1	6	2	2	0	0	13	0	4	12	2	5	3	1	1	3
ENSG00000225813	17	3	5	8	0	0	0	0	0	0	200	0	1	1	0	0	0
ENSG00000225814	4	10	2	10	8	2	3	4	2	4	7	4	8	3	3	1	6
ENSG00000225815	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000225816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225819	0	0	2	0	0	0	0	0	15	0	4	0	5	0	0	0	0
ENSG00000225822	4	5	12	5	8	7	7	29	11	8	17	16	17	6	3	37	11
ENSG00000225823	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225825	0	3	0	0	0	1	3	0	0	0	0	2	0	0	0	4	1
ENSG00000225826	2	0	17	7	1	0	1	1	55	4	5	145	2	160	56	1	0
ENSG00000225827	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000225828	896	85	166	275	366	175	166	211	174	128	179	245	289	359	120	919	287
ENSG00000225830	4745	1130	871	1141	3785	984	1234	1259	670	838	1168	943	495	1273	894	1472	4724
ENSG00000225831	2	5	1	0	0	0	1	2	0	0	4	1	0	2	0	4	0
ENSG00000225832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000225833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225836	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225839	4	3	2	0	1	3	2	1	1	0	3	2	2	0	2	1	2
ENSG00000225840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225843	0	0	0	1	1	2	2	5	0	3	1	0	0	0	0	3	0
ENSG00000225846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225849	3	2	2	0	26	2	6	0	6	1	11	14	73	4	7	65	24
ENSG00000225850	3	4	2	0	5	3	5	8	6	5	2	3	3	3	4	4	4
ENSG00000225851	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225854	1	4	3	0	1	3	4	1	3	2	2	1	3	0	0	8	3
ENSG00000225855	509	397	335	329	416	394	304	332	389	508	319	341	637	374	249	817	550
